Customer Name,Pricelist,FD/FILLIN,ARYO PCR,ARYO ST - GS,ARYO-TBR,ARYO - OTHER,ARS PCR,ARS ST - GS,ARS-TBR,SAFFIRO ST - COFO,ARS ST - COFO,TBR - OTHER,ST - OTHER,LCR,MB,LOC_CODE,SEND_TO,CC_S,BCC_S,NAME,HIDE_PRICING,CAPPED
KILGORETIRECOMPANY,KILGORETIRECOMPANY,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
LONGHORNTRUCKTIRES,LONGHORNTRUCKTIRES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,jt@longhorntrucktires.com,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,JT,N,Y
MYPRIMOTIRESHOP,MYPRIMOTIRESHOP,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
STANDARDTIREWHOLESALE,STANDARDTIREWHOLESALE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,alejandrohickman@hotmail.com,ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TSI,TSI,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
RPMTIRE,RPMTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,rpmtrucktire@aol.com,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
FIVE26,FIVE26,FILL IN,N,N,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ARROWSHOP,ARROWSHOP,FILL IN,N,N,Y,N,N,N,N,N,N,Y,N,N,N,VLK,jesus@arrowshopusa.com;fabian@arrowshopusa.com,ted@wtdus.com;Louise@wtdus.com;CBudiongan@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Fabian / Jesus,N,Y
BILLWILLIAMSTIRE,BILLWILLIAMSTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,Louise@wtdus.com;CBudiongan@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TEXTIRES,TEXTIRES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PACIFICTIREGROUP,PACIFICTIREGROUP,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,aaron@pacifictirehawaii.com,CBudiongan@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BIGRIGTIRES,BIGRIGTIRES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,V,bigrigtiresandalignment@gmail.com,Louise@wtdus.com;ted@wtdus.com;fillinorders@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Ramanpreet,N,Y
COMPASSTIRE,COMPASSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,j_compass@outlook.com,wtd@wtdus.com;camille@wtdus.com;jhernandez@wtdus.com;ted@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
COMMERCIALTIREFRESNOCA,COMMERCIALTIREFRESNOCA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,,camille@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
COMMERCIALTIREIDAHO,COMMERCIALTIREIDAHO,FILL IN,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,V,,camille@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
GULFTIREDIST,GULFTIREDIST,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,burhan@gulftires.com;shahid@gulftires.com,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
KVLTIRE,KVLTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
LESCHWABTIRES,LESCHWABTIRES,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,V,,Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PARKHOUSE,PARKHOUSE,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,V,,CBudiongan@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PETESRS,PETESRS,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,V,jflimburg@petesrs.com;raustin@wtdus.com,louise@wtdus.com;jhernandez@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POMPSTIRE,POMPSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,sid@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
RUDOLPHTIRE,RUDOLPHTIRE,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,stacy@rudolphtire.com,Arsen@avatco.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
SAPPBROS,SAPPBROS,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,jeromy.brockelsby@sappbros.net,wtd@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIREDISCOUNTERS,TIREDISCOUNTERS,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,jonathan.burns@tirediscounters.com;brandon.grubbs@tirediscounters.com;ryan.peavey@tirediscounters.com;james.sutton@tirediscounters.com;tim.brockert@tirediscounters.com;chris.albertz@tirediscounters.com,Fillinorders@wtdus.com;cbudiongan@wtdus.com;Louise@wtdus.com;jhernandez@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIREANDWHEELCONNECTION,TIREANDWHEELCONNECTION,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,manager2013.twc@gmail.com,arsen@avatco.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WALDORFTIRE,WALDORFTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,southerntire_1@pop.usanethosting.com;rhinchliffe@southerntire.net,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHOLESALEWHEELANDTIRE,WHOLESALEWHEELANDTIRE,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,ajallad@wwttx.com,camille@wtdus.com;louise@wtdus.com;jhernandez@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHOLESALETIREANDWHEELDISTRIBUTORS,WHOLESALETIREANDWHEELDISTRIBUTORS,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,Yaser@shopwtwd.com,wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
HANCOCORP,HANCOCORP,FILL IN,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,VLK,,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ZURCHERTIRE,ZURCHERTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
HEARTLANDTIRE,HEARTLANDTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,jheckman@heartlandtire.com,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
GRAHMANTIRE,GRAHMANTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,sjansen@grahamtire.com,wtd@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Scott,N,Y
B_TIRESDIRECT,B_TIRESDIRECT,FD,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
CATIREWHOLESALE,CATIREWHOLESALE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,catireswholesale@gmail.com,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
EVERGREENTIREANDWHEEL,EVERGREENTIREANDWHEEL,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,ewtyre@gmail.com,jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Mihai,N,Y
H_ADVANCE,H_ADVANCE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,CMartino@advance-tire.com;adiaz@advance-tire.com,Arsen@avatco.com;ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Cliff & Armando,N,Y
M_GENERALTIRE,M_GENERALTIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,Lc770615@gmail.com;jdiazgtw@gmail.com,camille@wtdus.com;wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Vladimir & Jennifer,N,Y
PRIORITYCA,PRIORITYCA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,,Arsen@avatco.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRECLUB,TIRECLUB,FILL IN,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,V,,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHEELWORLDOREGON,WHEELWORLDOREGON,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHOLESALENTE,WHOLESALENTE,FD,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,luisherrera105@hotmail.com,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BORDERTIRE,BORDERTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,V,dalia.chavez@border-tire.com;nelson.robleto@border-tire.com,louise@wtdus.com;ted@wtdus.com;jhernandez@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Dalia / Nelson,N,Y
RADIALTIRE,RADIALTIRE,FILL IN,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,VLK,gstoll@radtire.net;jburek@radtire.net;achavez@radtire.net,jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ACTIONTIRE,ACTIONTIRE,FILL IN,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,VLK,rws@actiontireco.com,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Ricky,N,Y
BLACKSTIRESERVICE,BLACKSTIRESERVICE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
COMPETITIONWHEELS,COMPETITIONWHEELS,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,camille@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
EASTCOASTINTLTIRE,EASTCOASTINTLTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,ljunbo@ecitires.com,tony@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Junbo,N,Y
GTWTAMPA,GTWTAMPA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,yano@gtwtampa.com,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Yano,N,Y
JERSEYWHOLESALETIRECORP,JERSEYWHOLESALETIRECORP,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
KOSTTIRE,KOSTTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,erwinjr@kosttirepa.com,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Erwin,N,Y
METROTIREWHOLESALE,METROTIREWHOLESALE,FILL IN,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,david@metrotirewholesale.com,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PRIORITFLPATX,PRIORITFLPATX,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,Arsen@avatco.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
R_WENTWORTH,R_WENTWORTH,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,jjager@wwts.info,ted@wtdus.com;wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
RHINOTYRE,RHINOTYRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
STEELCITYTIRE,STEELCITYTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,supplychain@steelcitytire.com,zak@wtdus.com;wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
STEVESHANNONTIRE,STEVESHANNONTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIREDISTRIBUTORSOFMACONGA,TIREDISTRIBUTORSOFMACONGA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,wtd@wtdus.com;zak@wtdus.com;martin.davis@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TRACTIONTIRE,TRACTIONTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,nelson@tractiontire.com,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHEELANDTIRESOURCE,WHEELANDTIRESOURCE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,lee@wheelandtiresource.us,camille@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
WHEELMARTNY,WHEELMARTNY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,,tony@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
DIGITIRE,DIGITIRE,FILL IN,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,VLK,,Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BORDERTIREPHX,BORDERTIREPHX,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,gina.johnson@border-tire.com;dalia.chavez@border-tire.com;nelson.robleto@border-tire.com,jhernandez@wtdus.com;louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com;ted@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Gina / Dalia / Nelson,N,Y
PROFLEETREPAIR,PROFLEETREPAIR,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,V,,Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
DEALERSTIRESUPPLY,DEALERSTIRESUPPLY,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,dealerstiresupply@msn.com,jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Todd,N,Y
LEESSERVICES,LEESSERVICES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,shuebert@leesservice.com,jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Sam,N,Y
BRANNONTIRE,BRANNONTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLK,raustin@wtdus.com,jhernandez@wtdus.com;louise@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Randy,N,Y
FUTURETIRE,FUTURETIRE,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,VLK,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
CONNECTICUTTIRE,CONNECTICUTTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLK,,Arsen@avatco.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
