Customer Name,Pricelist,FD/FILLIN,ARYO PCR,ARYO ST - GS,ARYO-TBR,ARYO - OTHER,ARS PCR,ARS ST - GS,ARS-TBR,SAFFIRO ST - COFO,ARS ST - COFO,TBR - OTHER,ST - OTHER,LCR,MB,LOC_CODE,SEND_TO,CC_S,BCC_S,NAME,HIDE_PRICING,CAPPED
HANCOCORP,HANCOCORP,FILL IN,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
HEARTLANDTIRE,HEARTLANDTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
HootenTireCo,HootenTireCo,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
HORNSBYTIRE,HORNSBYTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
HOTWHEELCITY,HOTWHEELCITY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
IMPORTEXPORTTIRE,IMPORTEXPORTTIRE,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,"Terry, Cassady & George",N,Y
INDYTIRE,INDYTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
J_ATTURO,J_ATTURO,FD,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
JERSEYWHOLESALETIRECORP,JERSEYWHOLESALETIRECORP,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
JOESTIRE,JOESTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Jake & Vern,N,Y
K_CHUCKWAIT,K_CHUCKWAIT,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Chuck,N,Y
KALTIRE,KALTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
KANDM,K&MTIRE,FILL IN,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
KILGORETIRECOMPANY,KILGORETIRECOMPANY,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
KOSTTIRE,KOSTTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Erwin,N,Y
KTCAUDIO,KTCAUDIO,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Ehssan,N,Y
KVLTIRE,KVLTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
L_MARTIN,L_MARTIN,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,David,N,Y
LEESSERVICES,LEESSERVICES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Sam,N,Y
LESCHWABTIRES,LESCHWABTIRES,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
LINDERTIRE,LINDERTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
LONGHORNTRUCKTIRES,LONGHORNTRUCKTIRES,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,JT,N,Y
M_GENERALTIRE,M_GENERALTIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Vladimir & Jennifer,N,Y
MAMMOTHTIRE,MAMMOTHTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
MASSWHOLESALETIRE,MASSWHOLESALETIRE,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
MAVISTIRESUPPLY,MAVISTIRESUPPLY,FD,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,N
MerajTire,MerajTire,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Bryan and Jo,N,Y
MESILLAVALLEY,MESILLAVALLEY,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
METROTIREWHOLESALE,METROTIREWHOLESALE,FILL IN,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
MICTIRES,MICTIRES,FILL IN,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
MIDSOUTHTIREANDWHEEL,MIDSOUTHTIREANDWHEEL,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
MOMENTUMTIREEXPRESS,MOMENTUMTIREEXPRESS,FILL IN,N,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
MYPRIMOTIRESHOP,MYPRIMOTIRESHOP,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
N_WHLMARTCA,N_WHLMARTCA,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
NINETYNINETIRES,NINETYNINETIRES,FILL IN,N,N,N,N,Y,N,Y,N,N,N,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
NORTHEASTERNTIRE,NORTHEASTERNTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
NORTHWESTTIRE,NORTHWESTTIRE,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
O_MAFTCO,O_MAFTCO,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
OCTAGONTIRE,OCTAGONTIRE,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,N
OKTIRE,OKTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
OTRUSA,OTRUSA,FILL IN,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com;louise@wtdus.com,vjdelrosario@avatco.com,,,N,Y
P_NUMAN,P_NUMAN,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PACIFICTIREGROUP,PACIFICTIREGROUP,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PARKHOUSE,PARKHOUSE,FILL IN,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PATCO,PATCO,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PERFORMANCEPLUS,PERFORMANCEPLUS,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,N
PETESRS,PETESRS,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PIONEERTIRES,PIONEERTIRES,FILL IN,N,N,N,N,N,N,N,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PLAZATIRE,PLAZATIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,N
POINTSV2,POINTSV2,FD,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
POMPSTIRE,POMPSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PRIORITFLPATX,PRIORITFLPATX,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PRIORITYCA,PRIORITYCA,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
PROFLEETREPAIR,PROFLEETREPAIR,FILL IN,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,V,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
R_WENTWORTH,R_WENTWORTH,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
RADIALTIRE,RADIALTIRE,FILL IN,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
RANDRTIRE,RANDRTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
RHINOTYRE,RHINOTYRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,,N,Y
ROADRUNNER,ROADRUNNER,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLKFCAWMT,vjdelrosario@avatco.com,vjdelrosario@avatco.com,,Kade & Ashley,N,Y
